Name,numCars,averageSpeed,
Name,numCars,averageSpeed,
10,255.0,42.31178366274511,
101,415.0,46.761844380722856,
105,152.0,0.26508779826004136,
405,178.0,0.28263278115136975,
Name,numCars,averageSpeed,
10,255.0,42.31178366274511,
101,415.0,46.761844380722856,
105,152.0,0.26508779826004136,
405,178.0,0.28263278115136975,
